Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),135,Caucasus and Central Asia,2014,0.449,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),135,Caucasus and Central Asia,2015,0.415,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),135,Caucasus and Central Asia,2016,0.427,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),135,Caucasus and Central Asia,2017,0.427,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),135,Caucasus and Central Asia,2018,0.418,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),135,Caucasus and Central Asia,2019,0.402,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2000,0.194,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2001,0.196,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2002,0.2,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2003,0.206,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2004,0.204,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2005,0.207,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2006,0.205,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2007,0.203,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2008,0.199,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2009,0.205,2009,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2010,0.201,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2011,0.201,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2012,0.195,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2013,0.188,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2014,0.178,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2015,0.176,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2016,0.173,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2017,0.168,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2018,0.158,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),13,Central America,2019,0.157,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2000,0.355,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2001,0.348,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2002,0.347,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2003,0.333,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2004,0.334,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2005,0.327,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2006,0.326,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2007,0.329,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2008,0.339,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2009,0.334,2009,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2010,0.326,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2011,0.326,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2012,0.33,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2013,0.323,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2014,0.318,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2015,0.299,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2016,0.284,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2017,0.283,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2018,0.279,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),62,Central and Southern Asia,2019,0.271,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2000,1.036,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2001,0.935,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2002,0.924,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2003,0.897,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2004,0.874,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2005,0.816,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2006,0.803,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2007,0.776,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2008,0.832,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2009,0.717,2009,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2010,0.731,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2011,0.715,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2012,0.657,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2013,0.636,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2014,0.526,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2015,0.48,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2016,0.491,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2017,0.491,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2018,0.479,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),143,Central Asia,2019,0.456,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2000,0.203,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2001,0.188,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2002,0.186,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2003,0.183,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2004,0.187,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2005,0.181,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2006,0.174,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2007,0.188,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),152,Chile,2008,0.191,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
